Positive	Negative	Text	Explanation
2	-2	Implements BlockingSingle This commit adds BlockingSingle, the blocking version of rx.Single. BlockingSingle has the following methods: i `from(Single)` -- factory method for creating a `BlockingSingle` from a `Single` - `get()` -- returns the value emitted from the Single - `get(Func1<T,Boolean> predicate)` -- returns the value if it matches the provided predicate - `toFuture()` -- returns a `java.util.concurrent.Future` Adds Single.toBlocking 	Implements BlockingSingle[-2]This commit adds BlockingSingle[-2],the blocking[-2]version of rx .[sentence: 1,-2] Single .[sentence: 1,-1] BlockingSingle[-2]has the following methods :i `from (Single )`--factory method for creating a `BlockingSingle[-2]`from a `Single `-`get ()`--returns the value[2]emitted from the Single -`get (Func1 <T ,Boolean >predicate )`--returns the value[2]if it matches the provided predicate -`toFuture ()`--returns a `java .[sentence: 2,-2] util .[sentence: 1,-1] concurrent .[sentence: 1,-1] Future `Adds Single .[sentence: 1,-1] toBlocking [sentence: 1,-1] [result: max + and - of any sentence]
1	-2	Removed the alias BlockingObservable#run 	Removed the alias BlockingObservable[-2]#run [sentence: 1,-2] [result: max + and - of any sentence]
2	-1	Renaming Observable#x to Observable#extend 	Renaming Observable #x[2]to Observable #extend [sentence: 2,-1] [result: max + and - of any sentence]
1	-1	Hiding start(), moved test to compensate. 	Hiding start (),moved test to compensate .[sentence: 1,-1] [result: max + and - of any sentence]
2	-1	2.x: CombineLatest removed leftover debug field + better cleanup 	2 .[sentence: 1,-1] x[2]:CombineLatest removed leftover debug field +better cleanup [sentence: 2,-1] [result: max + and - of any sentence]
2	-1	2.x: Single class + operators and test from 1.x + extra operators. 	2 .[sentence: 1,-1] x[2]:Single class +operators and test from 1 .[sentence: 2,-1] x[2]+extra operators .[sentence: 2,-1] [result: max + and - of any sentence]
2	-1	2.x: non-backpressure NbpObservable all relevant operators + tests. 	2 .[sentence: 1,-1] x[2]:non -backpressure NbpObservable all relevant operators +tests .[sentence: 2,-1] [result: max + and - of any sentence]
2	-1	2.x: disposable unit tests + fix to RefCountDisposable behavior + sorted `Observable` and added `@BackpressureSupport` and `SchedulerSupport` annotations. + created `@Beta` and `@Experimental` annotations, nothing is marked with them because I intent everything to be standard at this point. 	2 .[sentence: 1,-1] x[2]:disposable unit tests +fix to RefCountDisposable behavior +sorted `Observable `and added `@BackpressureSupport `and `SchedulerSupport `annotations .[sentence: 2,-1] +created `@Beta `and `@Experimental `annotations ,nothing is marked with them because I intent everything to be standard at this point .[sentence: 1,-1] [result: max + and - of any sentence]
2	-1	2.x: scheduler tests (no single() yet). 	2 .[sentence: 1,-1] x[2]:scheduler tests (no single ()yet ).[sentence: 2,-1] [result: max + and - of any sentence]
2	-1	2.x: operator test: switchIfEmpty, switchMap + bugfixes 	2 .[sentence: 1,-1] x[2]:operator test :switchIfEmpty ,switchMap +bugfixes [sentence: 2,-1] [result: max + and - of any sentence]
2	-1	2.x: Operator debounce and defaultIfEmpty, fix to debounce behavior 	2 .[sentence: 1,-1] x[2]:Operator debounce and defaultIfEmpty ,fix to debounce behavior [sentence: 2,-1] [result: max + and - of any sentence]
2	-1	2.x: added missing buffer overload (with boundary selector) + added AsyncSubscription that allows setting the actual subscription later and can hold a resource. It has less overhead than SubscriptionArbiter due to single use. 	2 .[sentence: 1,-1] x[2]:added missing buffer overload (with boundary selector )+added AsyncSubscription that allows setting the actual subscription later and can hold a resource .[sentence: 2,-1] It has less overhead than SubscriptionArbiter due to single use .[sentence: 1,-1] [result: max + and - of any sentence]
2	-1	2.x: test for buffer, I'm still missing the boundary-supplier version 	2 .[sentence: 1,-1] x[2]:test for buffer ,I'm still missing the boundary -supplier version [sentence: 2,-1] [result: max + and - of any sentence]
1	-1	Fixing concurrent unsubscribe case of SyncOnSubscribe 	Fixing concurrent unsubscribe case of SyncOnSubscribe [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Simpler tests of throttleLast, throttleWithTimeout, zip 	Simpler tests of throttleLast ,throttleWithTimeout ,zip [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Simpler tests for window reduce, scan, starWith. 	Simpler tests for window reduce ,scan ,starWith .[sentence: 1,-1] [result: max + and - of any sentence]
2	-2	Simplest concat test from 1.x I've also added convenience overloads to concat 2-9 sources because `concat(Publisher...)` causes overload resolution conflict with `concat(Publisher<Publisher>)` 	Simplest concat test from 1 .[sentence: 1,-1] x[2]I've also added convenience overloads to concat 2 -9 sources[-2]because `concat (Publisher ...)`[sentence: 2,-2] causes overload resolution conflict[-2]with `concat (Publisher <Publisher >)`[sentence: 1,-2] [result: max + and - of any sentence]
1	-1	First unit test and fixes to operators. 	First unit test and fixes to operators .[sentence: 1,-1] [result: max + and - of any sentence]
2	-2	UnicastSubject javadoc, support for onCancelled notification. The cancellation notification will come in handy with window (and in groupby). It helps with the case when the main source has been cancelled but the individual windows/groups are still being consumed. If those get cancelled by their single Subscribers, this notification will reach the source and once all windows/groups get cancelled, the main source can be cancelled. Fix to generator production accounting. 	UnicastSubject javadoc ,support[2]for onCancelled notification .[sentence: 2,-1] The cancellation[-2]notification will come in handy with window (and in groupby ).[sentence: 1,-2] It helps with the case when the main source[-2]has been cancelled[-2]but the individual windows /groups are still being consumed .[sentence: 1,-2] If those get cancelled[-2]by their single Subscribers ,this notification will reach the source[-2]and once all windows /groups get cancelled[-2],the main source[-2]can be cancelled[-2].[sentence: 1,-2] Fix to generator production accounting .[sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Fixes to ReplaySubject and BehaviorSubject. 	Fixes to ReplaySubject and BehaviorSubject .[sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Implementing the SyncOnSubscribe 	Implementing the SyncOnSubscribe [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Operator buffer with boundary and open-close, fixes to the timed variants. Added QueueDrain and QueueDrainSubscriber for common queue-drain operations. Not applied outside the buffer()s as of now. 	Operator buffer with boundary and open -close ,fixes to the timed variants .[sentence: 1,-1] Added QueueDrain and QueueDrainSubscriber for common queue -drain operations .[sentence: 1,-1] Not applied outside the buffer ()s as of now .[sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Operator combineLatest 	Operator combineLatest [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Operator switchMap, switchOnNext, added missing merge and concat overloads, some refactorings 	Operator switchMap ,switchOnNext ,added missing merge and concat overloads ,some refactorings [sentence: 1,-1] [result: max + and - of any sentence]
2	-1	ConditionalSubscriber to help fusing filter-like operators into emission/drain loops. 	ConditionalSubscriber to help fusing filter -like[2]operators into emission /drain loops .[sentence: 2,-1] [result: max + and - of any sentence]
1	-1	collect: javac is unable to select the right overload for some reason 	collect :javac is unable to select the right overload for some reason [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Operator distinct, timeInterval, common Timed container. 	Operator distinct ,timeInterval ,common Timed container .[sentence: 1,-1] [result: max + and - of any sentence]
1	-2	Workaround for another javac 1.8 bug. 	Workaround for another javac 1 .[sentence: 1,-1] 8 bug[-2].[sentence: 1,-2] [result: max + and - of any sentence]
1	-1	Basic Subscribers and RxJavaPlugin 	Basic Subscribers and RxJavaPlugin [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Schedulers (a few) + API, slight modifications to other classes, incomplete. 	Schedulers (a few )+API ,slight modifications to other classes ,incomplete .[sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Refactored exception reporting of most operators. 	Refactored exception reporting of most operators .[sentence: 1,-1] [result: max + and - of any sentence]
1	-2	catch onCompleted unsubscribe error and report to RxJavaPlugin error handler 	catch onCompleted unsubscribe error[-2]and report to RxJavaPlugin error[-2]handler [sentence: 1,-2] [result: max + and - of any sentence]
1	-1	Range overhead reduction 	Range overhead reduction [sentence: 1,-1] [result: max + and - of any sentence]
1	-2	Correct scheduler memory leak test for from(Executor) and added check for periodic tasks retention as well. 	Correct scheduler memory leak[-2]test for from (Executor )and added check for periodic tasks retention as well .[sentence: 1,-2] [result: max + and - of any sentence]
1	-1	FromIterable overhead reduction. 	FromIterable overhead reduction .[sentence: 1,-1] [result: max + and - of any sentence]
2	-1	Implemented Observable.x(ConversionFunc) to allow external extensions to Observables. 	Implemented Observable .[sentence: 1,-1] x[2](ConversionFunc )to allow external extensions to Observables .[sentence: 2,-1] [result: max + and - of any sentence]
1	-2	No InterruptedException with synchronous BlockingObservable 	No InterruptedException[-2]with synchronous BlockingObservable[-2][sentence: 1,-2] [result: max + and - of any sentence]
1	-1	Movet LinkedArrayListTest to the test section. 	Movet LinkedArrayListTest to the test section .[sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Private toObservable renamed to asObservable - Making room for the public toObservable method. 	Private toObservable renamed to asObservable -Making room for the public toObservable method .[sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Merge fully rewritten and other related optimizations 	Merge fully rewritten and other related optimizations [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Window with boundary observable: fixed unsubscription and behavior. 	Window with boundary observable :fixed unsubscription and behavior .[sentence: 1,-1] [result: max + and - of any sentence]
2	-4	rx.Single Adds `rx.Single` as an "Observable Future" for representing work with a single return value. See https://github.com/ReactiveX/RxJava/issues/1594 rx.Future/Task/Async/Single This provides a type similar to `Future` in that it represents a scalar unit of work, but it is lazy like an `Observable` and many `Single`s can be combined into an `Observable` stream. Note how `Single.zip` returns `Single<R>` whereas `Single.merge` returns `Observable<R>`. Examples of using this class: ```java import rx.Observable; import rx.Single; public class TaskExamples { public static void main(String... args) { // scalar synchronous value Single<String> t1 = Single.create(t -> { t.onSuccess("Hello World!"); }); // scalar synchronous value using helper method Single<Integer> t2 = Single.just(1); // synchronous error Single<String> error = Single.create(t -> { t.onError(new RuntimeException("failed!")); }); // executing t1.subscribe(System.out::println); t2.subscribe(System.out::println); error.subscribe(System.out::println, e -> System.out.println(e.getMessage())); // scalar Singles for request/response like a Future getData(1).subscribe(System.out::println); // combining Tasks into another Task Single<String> zipped = Single.zip(t1, t2, (a, b) -> a + " -- " + b); // combining Singles into an Observable stream Observable<String> merged = Single.merge(t1, t2.map(String::valueOf), getData(3)); Observable<String> mergeWith = t1.mergeWith(t2.map(String::valueOf)); zipped.subscribe(v -> System.out.println("zipped => " + v)); merged.subscribe(v -> System.out.println("merged => " + v)); mergeWith.subscribe(v -> System.out.println("mergeWith => " + v)); } /** * Example of an async scalar execution using Single.create * <p> * This shows the lazy, idiomatic approach for Rx exactly like an Observable except scalar. * * @param arg * @return */ public static Single<String> getData(int arg) { return Single.create(s -> { new Thread(() -> { try { Thread.sleep(500); } catch (Exception e) { e.printStackTrace(); } // deliver value s.onSuccess("Data=" + arg); }).start(); }); } } ``` 	rx .[sentence: 1,-1] Single Adds `rx .[sentence: 1,-1] Single `as an 'Observable Future 'for representing work with a single return value[2].[sentence: 2,-1] See https ://github .[sentence: 1,-1] com /ReactiveX /RxJava /issues /1594 rx .[sentence: 1,-1] Future /Task /Async /Single This provides a type similar to `Future `in that it represents a scalar unit of work ,but it is lazy[-2]like[2]an `Observable `and many `Single `s can be combined into an `Observable `stream .[sentence: 2,-2] Note how `Single .[sentence: 1,-1] zip `returns `Single <R >`whereas `Single .[sentence: 1,-1] merge `returns `Observable <R >`.[sentence: 1,-1] Examples of using this class :```java import rx .[sentence: 1,-1] Observable ;import rx .[sentence: 1,-1] Single ;public class TaskExamples {public static[-2]void[-2]main (String ...[sentence: 1,-2] args ){//scalar synchronous value[2]Single <String >t1 =Single .[sentence: 2,-1] create (t ->{t .[sentence: 1,-1] onSuccess ('Hello World ![+0.6 punctuation mood emphasis][sentence: 2,-1] ');});//scalar synchronous value[2]using helper method Single <Integer >t2 =Single .[sentence: 2,-1] just (1 );//synchronous error[-2]Single <String >error[-2]=Single .[sentence: 1,-2] create (t ->{t .[sentence: 1,-1] onError (new RuntimeException ('failed[-3]![-0.6 punctuation emphasis][sentence: 1,-4] '));});//executing t1 .[sentence: 1,-1] subscribe (System .[sentence: 1,-1] out ::println );t2 .[sentence: 1,-1] subscribe (System .[sentence: 1,-1] out ::println );error[-2].[sentence: 1,-2] subscribe (System .[sentence: 1,-1] out ::println ,e ->System .[sentence: 1,-1] out .[sentence: 1,-1] println (e .[sentence: 1,-1] getMessage ()));//scalar Singles for request /response like[2]a Future getData (1 ).[sentence: 2,-1] subscribe (System .[sentence: 1,-1] out ::println );//combining Tasks into another Task Single <String >zipped =Single .[sentence: 1,-1] zip (t1 ,t2 ,(a ,b )->a +'--'+b );//combining Singles into an Observable stream Observable <String >merged =Single .[sentence: 1,-1] merge (t1 ,t2 .[sentence: 1,-1] map (String ::valueOf ),getData (3 ));Observable <String >mergeWith =t1 .[sentence: 1,-1] mergeWith (t2 .[sentence: 1,-1] map (String ::valueOf ));zipped .[sentence: 1,-1] subscribe (v ->System .[sentence: 1,-1] out .[sentence: 1,-1] println ('zipped =>'+v ));merged .[sentence: 1,-1] subscribe (v ->System .[sentence: 1,-1] out .[sentence: 1,-1] println ('merged =>'+v ));mergeWith .[sentence: 1,-1] subscribe (v ->System .[sentence: 1,-1] out .[sentence: 1,-1] println ('mergeWith =>'+v ));}/***Example of an async scalar execution using Single .[sentence: 1,-1] create *<p >*This shows the lazy[-2],idiomatic approach for Rx exactly like[2]an Observable except scalar .[sentence: 2,-2] **@param arg *@return */public static[-2]Single <String >getData (int arg ){return Single .[sentence: 1,-2] create (s ->{new Thread (()->{try {Thread .[sentence: 1,-1] sleep (500 );}catch (Exception e ){e .[sentence: 1,-1] printStackTrace ();}//deliver value[2]s .[sentence: 2,-1] onSuccess ('Data ='+arg );}).[sentence: 1,-1] start ();});}}```[sentence: 1,-1] [result: max + and - of any sentence]
2	-2	improve Subscriber readability and don't perform unnecessary test in request method 	improve[2]Subscriber readability and don't perform unnecessary[-2]test in request method [sentence: 2,-2] [result: max + and - of any sentence]
1	-2	Deprecate and rename the timer methods that take initial delay and period to interval. 	Deprecate and rename the timer methods that take initial delay[-2]and period to interval .[sentence: 1,-2] [result: max + and - of any sentence]
1	-2	stack overflow test can hang build, simplify the tests and ensure don't hang 	stack overflow[-2]test can hang[-2]build ,simplify the tests and ensure don't hang[-2][=0 negation][sentence: 1,-2] [result: max + and - of any sentence]
2	-1	Operators toList and toSortedList now support backpressure 	Operators toList and toSortedList now support[2]backpressure [sentence: 2,-1] [result: max + and - of any sentence]
1	-1	add unit test to ensure that range with count of 0 sends onComplete even when initial request is 0 	add unit test to ensure that range with count of 0 sends onComplete even when initial request is 0 [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Proposal: standardized Subject state-peeking methods. 	Proposal :standardized Subject state -peeking methods .[sentence: 1,-1] [result: max + and - of any sentence]
1	-1	OperatorMulticast.connect(connection) should return first subscription on multiple calls, address possible race condition provoking IAE 	OperatorMulticast .[sentence: 1,-1] connect (connection )should return first subscription on multiple calls ,address possible race condition provoking IAE [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Optimized scalar observeOn/subscribeOn 	Optimized scalar observeOn /subscribeOn [sentence: 1,-1] [result: max + and - of any sentence]
1	-2	using should use unsafeSubscribe, allow eager disposal to enable the synchronous case 	using should use unsafeSubscribe ,allow eager disposal[-2]to enable the synchronous case [sentence: 1,-2] [result: max + and - of any sentence]
1	-1	Reporting stackoverflow caused stackoverflow 	Reporting stackoverflow caused stackoverflow [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Added experimental annotation, using propagate. 	Added experimental annotation ,using propagate .[sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Updating queue code from JCTools 	Updating queue code from JCTools [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Changed operator names, fixed backpressure. 	Changed operator names ,fixed backpressure .[sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Less concurrent threads and more in-line timeout detection. 	Less concurrent threads and more in -line timeout detection .[sentence: 1,-1] [result: max + and - of any sentence]
1	-2	ScheduledExecutorService: call purge periodically on JDK 6 to avoid cancelled task-retention. 	ScheduledExecutorService :call purge periodically on JDK 6 to avoid[-2]cancelled[-2]task -retention .[sentence: 1,-2] [result: max + and - of any sentence]
1	-1	Moved test cases for issue #2191 into OperatorReplayTest 	Moved test cases for issue #2191 into OperatorReplayTest [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Make Publish Operator Release RingBuffer - it was retaining the RxRingBuffer reference between subscribes which meant it was never released to the object pool 	Make Publish Operator Release RingBuffer -it was retaining the RxRingBuffer reference between subscribes which meant it was never released to the object pool [sentence: 1,-1] [result: max + and - of any sentence]
1	-2	Factored out the backpressure management into an experimental class and reimplemented Buffer and Block strategies with it. 	Factored out the backpressure management into an experimental class and reimplemented Buffer and Block[-2]strategies with it .[sentence: 1,-2] [result: max + and - of any sentence]
1	-1	Add "Subscriptions.unsubscribed" to fix the 'isUnsubscribed' issue 	Add 'Subscriptions .[sentence: 1,-1] unsubscribed 'to fix the 'isUnsubscribed 'issue [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Simplified the memory footprint. 	Simplified the memory footprint .[sentence: 1,-1] [result: max + and - of any sentence]
1	-2	Avoid self-interrupting of a completing ScheduledAction. 	Avoid[-2]self -interrupting[-2]of a completing ScheduledAction .[sentence: 1,-2] [result: max + and - of any sentence]
1	-2	Fix mergeDelayError Handling of Error in Parent Observable Fixes https://github.com/ReactiveX/RxJava/issues/313 	Fix mergeDelayError Handling of Error[-2]in Parent Observable Fixes https ://github .[sentence: 1,-2] com /ReactiveX /RxJava /issues /313 [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Remove Utility Functions from Public API Fixes https://github.com/ReactiveX/RxJava/issues/1797 	Remove Utility Functions from Public API Fixes https ://github .[sentence: 1,-1] com /ReactiveX /RxJava /issues /1797 [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Publish with Backpressure 	Publish with Backpressure [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Combine RefCount Tests 	Combine RefCount Tests [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	longCount -> countLong Fixes https://github.com/ReactiveX/RxJava/issues/1684 	longCount ->countLong Fixes https ://github .[sentence: 1,-1] com /ReactiveX /RxJava /issues /1684 [sentence: 1,-1] [result: max + and - of any sentence]
2	-2	Delay Operator with Reactive Pull Backpressure Updated the implementations to support reactive pull backpressure. Fixes https://github.com/ReactiveX/RxJava/issues/1724 	Delay[-2]Operator with Reactive[-2]Pull Backpressure Updated the implementations to support[2]reactive[-2]pull backpressure .[sentence: 2,-2] Fixes https ://github .[sentence: 1,-1] com /ReactiveX /RxJava /issues /1724 [sentence: 1,-1] [result: max + and - of any sentence]
1	-2	Move To Proper Location Was accidentally committed in old rxjava-core src folder. 	Move To Proper Location Was accidentally[-2]committed in old rxjava -core src folder .[sentence: 1,-2] [result: max + and - of any sentence]
2	-2	groupByUntil -> groupBy This collapses groupByUntil and groupBy into a single groupBy operator. The new implementation has 2 major changes: 1) It supports reactive pull backpressure. 2) Child GroupedObservables can be unsubscribed and they will be cleaned up and then new instances for the same key can be emitted, like groupByUntil, except that now instead of passing in a special durationSelector function, the child can be composed using take/takeUntil/etc to cause an unsubscribe. If the previous non-obvious groupBy behavior is wanted, then instead of unsubscribing, it can be filtered to ignore all further data, which is what the old groupBy used to do when a child was unsubscribed. 	groupByUntil ->groupBy This collapses[-2]groupByUntil and groupBy into a single groupBy operator .[sentence: 1,-2] The new implementation has 2 major changes :1 )It supports[2]reactive[-2]pull backpressure .[sentence: 2,-2] 2 )Child GroupedObservables can be unsubscribed and they will be cleaned up and then new instances for the same key can be emitted ,like[2]groupByUntil ,except that now instead of passing in a special[2]durationSelector function ,the child can be composed using take /takeUntil /etc to cause an unsubscribe .[sentence: 2,-1] If the previous non -obvious groupBy behavior is wanted ,then instead of unsubscribing ,it can be filtered to ignore all further data ,which is what the old groupBy used to do when a child was unsubscribed .[sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Fix the race condition in BufferUntilSubscriber 	Fix the race condition in BufferUntilSubscriber [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	migrate to single-module build 	migrate to single -module build [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Deprecation Removal Removing all deprecated methods and types for 1.0 https://github.com/ReactiveX/RxJava/issues/1001 	Deprecation Removal Removing all deprecated methods and types for 1 .[sentence: 1,-1] 0 https ://github .[sentence: 1,-1] com /ReactiveX /RxJava /issues /1001 [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Migrate Non-Core Modules Out - Delete all modules that have been moved into separate projects. - rename rxjava-core to rxjava 	Migrate Non -Core Modules Out -Delete all modules that have been moved into separate projects .[sentence: 1,-1] -rename rxjava -core to rxjava [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	add missing window with time overload, the one that has control over every parameter 	add missing window with time overload ,the one that has control over every parameter [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	doOnSubscribe 	doOnSubscribe [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	from(T) -> just(T) See https://github.com/Netflix/RxJava/issues/1563 for discussion. 	from (T )->just (T )See https ://github .[sentence: 1,-1] com /Netflix /RxJava /issues /1563 for discussion .[sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Clarify OperatorTextViewInputTest methods 	Clarify OperatorTextViewInputTest methods [sentence: 1,-1] [result: max + and - of any sentence]
2	-1	TakeLastTimed with backpressure support 	TakeLastTimed with backpressure support[2][sentence: 2,-1] [result: max + and - of any sentence]
1	-1	mergeMap generics Fixes issue #1550 	mergeMap generics Fixes issue #1550 [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Bring back ViewObservable.input(EditText, boolean) and rename new version to ViewObservable.text 	Bring back ViewObservable .[sentence: 1,-1] input (EditText ,boolean )and rename new version to ViewObservable .[sentence: 1,-1] text [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Make Android ViewObservable.input observe TextView instead of String 	Make Android ViewObservable .[sentence: 1,-1] input observe TextView instead of String [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Added another unit test to OperatorReduce/backpressure 	Added another unit test to OperatorReduce /backpressure [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Update JCTools Code 	Update JCTools Code [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	MergeDelayError & OnErrorFlatMap w/ Merge 	MergeDelayError &OnErrorFlatMap w /Merge [sentence: 1,-1] [result: max + and - of any sentence]
2	-1	Zip with Backpressure Support This supports both upstream and downstream backpressure. 	Zip with Backpressure Support[2]This supports[2]both upstream and downstream backpressure .[sentence: 2,-1] [result: max + and - of any sentence]
1	-2	Fix Merge Bug Working on https://github.com/Netflix/RxJava/issues/1420 	Fix Merge Bug[-2]Working on https ://github .[sentence: 1,-2] com /Netflix /RxJava /issues /1420 [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Concurrency Fixes for RxRingBuffer & Merge 	Concurrency Fixes for RxRingBuffer &Merge [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Backpressure & 0.20.0-RC1 	Backpressure &0 .[sentence: 1,-1] 20 .[sentence: 1,-1] 0 -RC1 [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Update Perf Tests matching with work being done for 0.20 to allow comparisons 	Update Perf Tests matching with work being done for 0 .[sentence: 1,-1] 20 to allow comparisons [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Better naming, and new test ... using to compare 0.19 and 0.20 so want in both. 	Better naming ,and new test ...[sentence: 1,-1] using to compare 0 .[sentence: 1,-1] 19 and 0 .[sentence: 1,-1] 20 so want in both .[sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Revision of JMH Tests - removal of all non-JMH perf tests 	Revision of JMH Tests -removal of all non -JMH perf tests [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Fix head/tail false sharing issues. 	Fix head /tail false sharing issues .[sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Fixed padding of the integer and node classes. 	Fixed padding of the integer and node classes .[sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Baseline Performance Tests Start of suite of general performance tests for comparing overall changes. 	Baseline Performance Tests Start of suite of general performance tests for comparing overall changes .[sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Join patterns extension for 4..9 and N arity joins. 	Join patterns extension for 4 ..[sentence: 1,-1] 9 and N arity joins .[sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Hide ChainedSubscription 	Hide ChainedSubscription [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Move NewThreadWorker out from NewThreadScheduler - Break out ScheduledAction from NewThreadWorker 	Move NewThreadWorker out from NewThreadScheduler -Break out ScheduledAction from NewThreadWorker [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Move RxThreadFactory out from NewThreadScheduler 	Move RxThreadFactory out from NewThreadScheduler [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	rx.operators -> rx.internal.operators 	rx .[sentence: 1,-1] operators ->rx .[sentence: 1,-1] internal .[sentence: 1,-1] operators [sentence: 1,-1] [result: max + and - of any sentence]
1	-2	Fix and Update JMH Perf Tests - The tests were wrong and re-using a single Subscriber instance which meant they weren't really testing much. - Same with the CountDownLatch which meant they weren't waiting if async. - Added several SerializePerf and PerfTransform tests 	Fix and Update JMH Perf Tests -The tests were wrong[-2]and re -using a single Subscriber instance which meant they weren't really testing much .[sentence: 1,-2] -Same with the CountDownLatch which meant they weren't waiting if async .[sentence: 1,-1] -Added several SerializePerf and PerfTransform tests [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Schedulers.from(Executor) As per decision at https://github.com/Netflix/RxJava/issues/1219#issuecomment-44454729 	Schedulers .[sentence: 1,-1] from (Executor )As per decision at https ://github .[sentence: 1,-1] com /Netflix /RxJava /issues /1219 #issuecomment -44454729 [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Removal of ConcurrentHashMap from ReplaySubject and some NotificationLite cleanup. 	Removal of ConcurrentHashMap from ReplaySubject and some NotificationLite cleanup .[sentence: 1,-1] [result: max + and - of any sentence]
1	-1	fix GroupBy and GroupByUntil which are actually Operators 	fix GroupBy and GroupByUntil which are actually Operators [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Rename classes starting with Operator that are actually OnSubscribe implementations to start with OnSubscribe 	Rename classes starting with Operator that are actually OnSubscribe implementations to start with OnSubscribe [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Move MPSC Queue to rx.internal.util 	Move MPSC Queue to rx .[sentence: 1,-1] internal .[sentence: 1,-1] util [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Better name for worker class running scheduled actions 	Better name for worker class running scheduled actions [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Moved to atomic field updaters. 	Moved to atomic field updaters .[sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Implement a cached thread scheduler using event loops 	Implement a cached thread scheduler using event loops [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	ReplaySubject enhancement with time and/or size bounds 	ReplaySubject enhancement with time and /or size bounds [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Unified the Subject management. 	Unified the Subject management .[sentence: 1,-1] [result: max + and - of any sentence]
1	-1	BehaviorSubject subscription timegap fix 2 	BehaviorSubject subscription timegap fix 2 [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	BehaviorSubject subscription timegap fix 	BehaviorSubject subscription timegap fix [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	JMH Perf Tests for Schedulers.computation 	JMH Perf Tests for Schedulers .[sentence: 1,-1] computation [sentence: 1,-1] [result: max + and - of any sentence]
1	-2	Removed use of deprecated API from tests & operators, fixed year in headers, added and removed suppressions, fixed line endings, replaced tabs with spaces 	Removed use of deprecated API from tests &operators ,fixed year in headers ,added and removed suppressions[-2],fixed line endings ,replaced tabs with spaces [sentence: 1,-2] [result: max + and - of any sentence]
